,Unnamed: 0,n,const,sum,prod,polin,polin_horn,bub_sort,quick_sort,timsort
1520,1520,1521,8.200000593205915e-07,7.780000305501745e-06,6.773999994038604e-05,0.005220380000173464,0.00031588000019837635,0.3414788400001271,0.0035482599996612407,0.007966619999569956
1521,1521,1522,8.599996363045649e-07,7.700000423938036e-06,6.752000044798478e-05,0.005420899999444373,0.00030971999949542807,0.3369726000004448,0.0036059800000657564,0.008075719999760622
1522,1522,1523,9.399998816661535e-07,7.439999899361283e-06,6.745999999111519e-05,0.00509719999972731,0.0003072199997404823,0.3343458000003011,0.0036628000001655892,0.00789652000021306
1523,1523,1524,7.200000254670157e-07,7.440000626957044e-06,6.834000087110325e-05,0.006026040000506328,0.00033122000022558503,0.3443851799995173,0.0035233599999628493,0.00815489999986312
1524,1524,1525,7.600003300467507e-07,7.4200004746671764e-06,6.738000010955147e-05,0.005451799999718787,0.0003035400004591793,0.3543759199998021,0.003949400000055903,0.008100380000905716
1525,1525,1526,8.599996363045649e-07,7.820000610081479e-06,7.150000019464641e-05,0.00514766000014788,0.0003091199996561045,0.36737749999956576,0.004082579999885638,0.008933740000065882
1526,1526,1527,8.000002708286047e-07,7.780000305501745e-06,6.674000032944605e-05,0.00559876000006625,0.0003005800001119496,0.384087659999932,0.004728420000537881,0.008750499999950987
1527,1527,1528,7.800001185387373e-07,7.739999273326247e-06,6.926000060047954e-05,0.005266459999984363,0.0002969000001030508,0.35779159999947296,0.003561799999806681,0.007863840000209166
1528,1528,1529,6.999995093792677e-07,7.859999459469692e-06,6.90999993821606e-05,0.0053698399999120745,0.00028273999996599743,0.3362766799993551,0.0036772999999811883,0.008033219999924767
1529,1529,1530,9.000003046821804e-07,8.280000474769623e-06,7.334000038099475e-05,0.0050954000002093386,0.0003158399998937966,0.3510642600002029,0.004304659999615978,0.009011100000498118
1530,1530,1531,8.400002116104588e-07,7.700001151533798e-06,6.966000000829808e-05,0.005218059999970137,0.0003089600006205728,0.3840023199998541,0.0036635399999795475,0.008144140000149491
1531,1531,1532,9.400002454640344e-07,7.939999341033399e-06,7.540000005974434e-05,0.00700010000000475,0.000518940000256407,0.3571732799999154,0.0035718999999517108,0.008061679999809713
1532,1532,1533,7.80000482336618e-07,7.280000136233866e-06,7.584000049973839e-05,0.005081020000216085,0.00028997999943385365,0.3527790600001026,0.003575740000087535,0.008170360000440269
1533,1533,1534,1.179999890155159e-06,7.619999087182805e-06,7.215999939944596e-05,0.00509172000020044,0.00030685999954584983,0.34249170000002777,0.0038777800004027095,0.008458900000186986
1534,1534,1535,7.599996024509892e-07,7.259999256348237e-06,7.24199999240227e-05,0.005047959999865271,0.000298060000204714,0.33926452000050633,0.003579680000257213,0.00805527999982587
1535,1535,1536,8.199996955227106e-07,7.239999831654131e-06,7.331999950110912e-05,0.005596660000082921,0.000314539999817498,0.3448314599998412,0.0036078000000998147,0.008088960000168299
1536,1536,1537,8.800005161901935e-07,7.220000406960026e-06,7.276000105775893e-05,0.00576870000004419,0.0003226599998015445,0.36254357999969217,0.004850380000425503,0.00877204000025813
1537,1537,1538,7.400001777568831e-07,8.35999962873757e-06,7.450000048265792e-05,0.005918359999486711,0.00033640000001469164,0.401494219999222,0.00679011999964132,0.009640180000133114
1538,1538,1539,8.999995770864189e-07,7.4000003223773095e-06,7.400000031339004e-05,0.0062744200000452105,0.00030857999954605477,0.3843377799999871,0.0036539199994876977,0.008135980000224663
1539,1539,1540,1.079999856301583e-06,7.46000005165115e-06,7.426000011037103e-05,0.005302880000090228,0.00031309999976656403,0.3662185799996223,0.0037809199999173865,0.008355040000242297
1540,1540,1541,8.199996955227106e-07,7.999999797903002e-06,7.438000029651448e-05,0.005291199999555829,0.0003111800000624498,0.36227254000004905,0.003574119999757386,0.008170339999560383
1541,1541,1542,8.000009984243661e-07,8.019999222597108e-06,7.456000093952753e-05,0.005667320000065956,0.00032093999980133966,0.3541332799999509,0.003759559999889461,0.008254740000120364
1542,1542,1543,9.599996701581406e-07,7.819999882485718e-06,7.459999978891574e-05,0.005684559999644989,0.00031377999948745133,0.357580479999524,0.00360499999987951,0.008104240000466233
1543,1543,1544,9.600007615517825e-07,8.040000102482736e-06,7.419999965350144e-05,0.005625359999976353,0.0003138399999443209,0.3472398399997473,0.003539100000125473,0.008468820000052802
1544,1544,1545,1.079999856301583e-06,7.840000034775584e-06,7.016000017756596e-05,0.0056324400000448815,0.00030656000017188485,0.375172279999606,0.004130400000212831,0.008835699999690406
1545,1545,1546,7.599999662488698e-07,7.839999307179824e-06,7.216000012704172e-05,0.005717460000232677,0.0003172400000039488,0.3720820799997455,0.0035706600006960797,0.008343540000350914
1546,1546,1547,7.800001185387373e-07,8.060000254772604e-06,7.111999948392623e-05,0.005223760000080803,0.00030846000045130494,0.3456090400002722,0.003532259999701637,0.008169799999814131
1547,1547,1548,9.39999517868273e-07,7.840001489967108e-06,7.245999877341092e-05,0.005620980000094278,0.00031392000018968245,0.36024261999991725,0.003680979999990086,0.008416619999843533
1548,1548,1549,8.600007276982069e-07,8.060000254772604e-06,7.173999983933754e-05,0.005484739999155864,0.00031014000014693014,0.352280840000094,0.003834120000101393,0.00833922000056191
1549,1549,1550,8.800005161901935e-07,7.88000033935532e-06,7.171999968704767e-05,0.005490680000002612,0.00029939999985799663,0.34867664000048537,0.003655200000139303,0.00833454000057827
1550,1550,1551,7.80000482336618e-07,7.499999628635123e-06,7.191999975475483e-05,0.005638279999766382,0.00030967999991844415,0.3521866000002774,0.003582040000037523,0.008235580000109622
1551,1551,1552,8.400002116104588e-07,7.419999747071415e-06,7.17200011422392e-05,0.005163459999675979,0.00031710000002931337,0.3627043800002866,0.0037223199997242773,0.00917324000001827
1552,1552,1553,1.1600001016631723e-06,7.279999408638105e-06,7.506000038119965e-05,0.009090180000202962,0.0003347800000483403,0.4033692999997584,0.00370844000026409,0.008294360000218149
1553,1553,1554,8.600000001024454e-07,7.340000593103468e-06,8.049999887589365e-05,0.006853219999175053,0.0004301799996028421,0.4076809799997136,0.004241080000065268,0.008233760000075563
1554,1554,1555,9.800005500437692e-07,6.740000389982015e-06,7.631999978912063e-05,0.005176640000354382,0.0003160599997499958,0.3862640799994551,0.0037178200000198562,0.008472060000349302
1555,1555,1556,7.599992386531084e-07,7.640000694664195e-06,7.411999977193772e-05,0.005773720000070171,0.0003124399998341687,0.3537362200000643,0.0036969600001611974,0.00820741999996244
1556,1556,1557,8.000002708286047e-07,7.360000745393336e-06,8.468000087304972e-05,0.005747700000210898,0.00030963999961386435,0.3525289999997767,0.003746060000412399,0.00839542000030633
1557,1557,1558,9.400009730597958e-07,7.46000005165115e-06,7.590000022901222e-05,0.0058209199996781535,0.00031117999969865195,0.35546147999993993,0.003698299999814481,0.008345160000317264
1558,1558,1559,7.799997547408565e-07,7.320000440813601e-06,7.534000033047051e-05,0.005687000000398257,0.0003236999997170642,0.37895401999958267,0.004081280000173136,0.008386919999975363
1559,1559,1560,9.599996701581406e-07,7.360000745393336e-06,7.952000014483928e-05,0.005387659999541938,0.0003159599997161422,0.4083271999988938,0.003773739999451209,0.008399160000044505
1560,1560,1561,7.80000482336618e-07,7.320001168409363e-06,7.563999970443547e-05,0.008242100000643404,0.0004789399998117006,0.4134781999997358,0.0042563000002701305,0.012801239999680549
1561,1561,1562,1.5200002962956203e-06,7.940000068629161e-06,7.474000085494481e-05,0.0095521600003849,0.00033949999997275884,0.3708095399997545,0.0035264600006485124,0.008268679999673623
1562,1562,1563,7.999995432328433e-07,7.4000003223773095e-06,7.881999918026849e-05,0.005569780000223545,0.00029823999975633344,0.3631044000001566,0.003768740000305115,0.00834287999969092
1563,1563,1564,7.599996024509892e-07,7.340000593103468e-06,7.96600004832726e-05,0.005321580000236281,0.00031207999963953623,0.3528862400002254,0.003678239999862853,0.008387039999797707
1564,1564,1565,8.999999408842995e-07,6.800000846851617e-06,7.284000021172688e-05,0.005955960000574123,0.00030610000030719683,0.3591357200002676,0.003598440000496339,0.008667459999924177
1565,1565,1566,8.800005161901935e-07,7.400001049973071e-06,7.735999970464036e-05,0.005690600000161794,0.00031318000001192566,0.3561639000006835,0.003641459999562358,0.00854140000010375
1566,1566,1567,8.400002116104588e-07,7.320000440813601e-06,7.751999874017201e-05,0.005473600000186707,0.00032144000033440534,0.3632822999999917,0.0037213400002656274,0.008382060000076305
1567,1567,1568,8.600003639003261e-07,6.8199995439499615e-06,7.102000017766841e-05,0.006017520000386867,0.0003359200003615114,0.3560936400001083,0.0036558400002832062,0.008403959999486687
1568,1568,1569,7.999999070307239e-07,7.740000728517771e-06,7.837999946787022e-05,0.0051259800002299025,0.00029382000029727347,0.36316693999979177,0.0036826600000495094,0.00868692000003648
1569,1569,1570,8.200000593205915e-07,7.360000745393336e-06,7.540000005974434e-05,0.005231299999650218,0.00030339999975694817,0.3681571399996756,0.003678059999583638,0.008238299999720766
1570,1570,1571,8.999999408842995e-07,7.620000542374328e-06,7.545999978901819e-05,0.005731120000200461,0.00031967999966582284,0.3643238200002088,0.003933640000104788,0.008468580000771908
1571,1571,1572,8.600000001024454e-07,7.779999577905983e-06,7.672000137972645e-05,0.005620099999941885,0.0003317600003356347,0.3638173800005461,0.003732740000123158,0.00843042000051355
1572,1572,1573,9.199997293762863e-07,7.760000153211877e-06,7.580000019515864e-05,0.0057425599996349785,0.0003553799997462193,0.3749913200001174,0.0037178200003836533,0.00849380000072415
1573,1573,1574,8.599996363045649e-07,7.699998968746513e-06,7.562000027974136e-05,0.005743559999245917,0.00031888000012259,0.3634812599993893,0.0037396600007923563,0.008268459999817424
1574,1574,1575,9.400006092619152e-07,7.3999995947815474e-06,7.042000070214271e-05,0.005667639999956009,0.00032658000054652797,0.3754078800000569,0.003770720000102301,0.0085244199999579
1575,1575,1576,8.399994840146973e-07,7.480000931536779e-06,6.76000003295485e-05,0.00568533999939973,0.0003166399998008274,0.37012873999992735,0.0037420000004203756,0.008537439999781783
1576,1576,1577,9.000003046821804e-07,6.800000846851617e-06,6.482000098912976e-05,0.00540952000010293,0.00031782000005478036,0.3717299000007188,0.003469020000193268,0.008286059999954886
1577,1577,1578,9.000003046821804e-07,7.339999137911946e-06,7.966000121086835e-05,0.006132380000053672,0.0003244999999878928,0.36414785999950255,0.0038651399998343547,0.008411360000172863
1578,1578,1579,8.399998478125781e-07,8.159999561030418e-06,7.829999958630651e-05,0.006380799999897135,0.00034606000008352567,0.3652977799996734,0.004120679999687128,0.008527739999772166
1579,1579,1580,1.079999856301583e-06,7.360000745393336e-06,7.99399997049477e-05,0.005528879999837954,0.00032163999931071884,0.3806669799996598,0.003841300000567571,0.008249119999527465
1580,1580,1581,7.399990863632411e-07,7.440000626957044e-06,7.077999980538152e-05,0.006176160000177333,0.00034459999951650386,0.3780146799996146,0.004250039999897126,0.009957439999925554
1581,1581,1582,8.400002116104588e-07,7.4200004746671764e-06,7.278000048245303e-05,0.005661259999396861,0.00033043999974324834,0.3757922799999506,0.0037304600005882093,0.008457860000271466
1582,1582,1583,7.999995432328433e-07,7.4800002039410176e-06,7.585999919683673e-05,0.005231940000157921,0.0003275799997936701,0.370505200000116,0.0036607199999707522,0.008306699999957345
1583,1583,1584,7.799993909429759e-07,7.479999476345256e-06,7.272000002558343e-05,0.0057678800003486685,0.00031838000031712,0.37610310000018216,0.003812740000284976,0.008602760000212584
1584,1584,1585,7.800001185387373e-07,7.640000694664195e-06,7.18000010238029e-05,0.005576640000072075,0.00031655999991926366,0.3759501199991064,0.003743879999456112,0.008393359999899984
1585,1585,1586,7.80000482336618e-07,7.859999459469692e-06,7.387999939965085e-05,0.005558500000552158,0.0003016000006027753,0.376815279999937,0.003874619999987772,0.008419560000038472
1586,1586,1587,1.0800005838973447e-06,7.539998478023335e-06,7.079999995767139e-05,0.005788160000156495,0.00031979999985196626,0.3762659200001508,0.0037060600003314898,0.008511559999897144
1587,1587,1588,7.400005415547639e-07,7.819999154889956e-06,7.59799986553844e-05,0.005587200000081794,0.00031931999947119036,0.3807897999995475,0.0037373800001660133,0.008472079999773997
1588,1588,1589,1.260000135516748e-06,6.820000271545723e-06,6.605999951716512e-05,0.005886399999872083,0.0003219999995053513,0.379341160000331,0.004644359999292647,0.0091495800006669
1589,1589,1590,7.399998139590025e-07,7.140000525396317e-06,7.689999983995222e-05,0.005787920000148006,0.00034734000000753436,0.3783407000002626,0.0037763600004836924,0.008521440000185976
1590,1590,1591,7.999999070307239e-07,7.479999476345256e-06,8.401999948546291e-05,0.005736179999803426,0.00031506000050285365,0.3778254999997444,0.003879820000656764,0.008487860000604997
1591,1591,1592,8.000002708286047e-07,7.439999899361283e-06,7.653999928152189e-05,0.0057299200005218156,0.00032361999947170265,0.3699991999998019,0.003693260000363808,0.008366080000268995
1592,1592,1593,1.160000465461053e-06,7.479999476345256e-06,7.014000002527609e-05,0.0057079400001384785,0.0003196400004526368,0.38147298000003504,0.0038062400002672795,0.008355319999463973
1593,1593,1594,8.399998478125781e-07,7.499998901039362e-06,6.960000027902424e-05,0.005376380000234349,0.00032976000038615895,0.38207559999973456,0.0038451199998235093,0.00865468000010878
1594,1594,1595,8.400005754083395e-07,8.579999848734587e-06,6.998000098974444e-05,0.005433640000410378,0.0003191799998603528,0.4015599200007273,0.007089819999964675,0.011301639999874168
1595,1595,1596,8.600003639003261e-07,8.540000999346376e-06,7.140000016079285e-05,0.00624705999980506,0.00038907999951334207,0.4308422399994015,0.0038301000000501525,0.008577979999608942
1596,1596,1597,7.999999070307239e-07,7.900000491645187e-06,7.137999928090722e-05,0.005575139999928069,0.0003261200006818399,0.43659091999979865,0.0041599399999540775,0.008779700000741287
1597,1597,1598,8.399998478125781e-07,8.219999290304259e-06,7.603999983984977e-05,0.005361400000037975,0.00032329999994544777,0.390433980000671,0.0038162799999554406,0.00847626000031596
1598,1598,1599,8.399994840146973e-07,7.680000271648168e-06,7.878000033088029e-05,0.005112880000160658,0.0002922199997556163,0.3909904000003735,0.007027320000270265,0.00951844000010169
1599,1599,1600,1.3199998647905886e-06,7.5000010838266465e-06,7.702000002609565e-05,0.0068028199999389475,0.00035412000033829827,0.3990031200002704,0.003727639999488019,0.008246239999425597
1600,1600,1601,8.999995770864189e-07,7.920000643935055e-06,7.427999953506515e-05,0.006184600000051432,0.00035292000029585324,0.39910411999990175,0.003697780000220519,0.013698020000083487
1601,1601,1602,8.80000152392313e-07,7.520000508520752e-06,7.70199992984999e-05,0.006544960000246647,0.00034599999999045393,0.3880185599995457,0.003691859999889857,0.008628559999851858
1602,1602,1603,7.200000254670157e-07,8.07999967946671e-06,7.723999951849691e-05,0.0057584400001360345,0.00029942000001028653,0.3729834400000982,0.0037333000000217,0.008379999999669962
1603,1603,1604,8.200000593205915e-07,7.919999916339293e-06,7.774000114295632e-05,0.006352839999453863,0.0003327799993712688,0.38630921999974815,0.003749860000243644,0.008636520000436576
1604,1604,1605,8.80000152392313e-07,7.900000491645187e-06,7.751999946776777e-05,0.005479839999679825,0.000324380000893143,0.3781178799999907,0.0038752800002839647,0.008688959999926738
1605,1605,1606,9.800001862458886e-07,7.820000610081479e-06,7.731999940006063e-05,0.005359799999860115,0.00032845999994606244,0.37508550000056856,0.003826859999026056,0.008705499999268795
1606,1606,1607,9.999999747378752e-07,7.539999933214858e-06,7.69999998738058e-05,0.005774380000002566,0.00032749999918451066,0.378306639999937,0.003809500000352273,0.008721500000319793
1607,1607,1608,9.799998224480075e-07,7.54000066081062e-06,7.729999924777076e-05,0.005834499999764375,0.0003237000000808621,0.3845907399998396,0.0038426400002208533,0.008711160000530072
1608,1608,1609,7.999999070307239e-07,8.600000001024455e-06,7.559999939985574e-05,0.005877700000201003,0.00032308000008924865,0.3840157400001772,0.004361639999478939,0.008958759999586619
1609,1609,1610,7.399998139590025e-07,7.739999273326247e-06,7.650000043213367e-05,0.005755119999957968,0.00032733999978518113,0.3836018400001194,0.0038420399992901365,0.008715900000606779
1610,1610,1611,7.999995432328433e-07,7.619999087182805e-06,8.699999962118455e-05,0.005655659999320051,0.00031166000007942785,0.3810132799997518,0.0038238799996179297,0.008720360000734218
1611,1611,1612,8.600000001024454e-07,8.940000407164917e-06,7.796000063535758e-05,0.005507440000292263,0.00029275999986566603,0.3836717199999839,0.003764839999348624,0.008744039999874076
1612,1612,1613,9.20000093174167e-07,7.6600001193583e-06,7.995999985723756e-05,0.005432340000334079,0.0003340999999636552,0.3884381399995617,0.0038271800003713,0.008773320000545936
1613,1613,1614,1.2799999240087346e-06,8.099999831756577e-06,7.737999985693022e-05,0.0057849199998599955,0.0003185199999279576,0.3908421599997382,0.00375986000035482,0.00981712000029802
1614,1614,1615,7.800001185387373e-07,7.54000066081062e-06,7.829999958630651e-05,0.00555926000015461,0.00032907999993767587,0.3853081000001112,0.0038421200006268923,0.008668259999831207
1615,1615,1616,7.999999070307239e-07,7.999999797903002e-06,7.077999980538152e-05,0.005424719999427907,0.0003306800004793331,0.3812806199995976,0.0038011200002074476,0.008729399999720045
1616,1616,1617,7.399998139590025e-07,6.979999307077378e-06,7.167999938246794e-05,0.005593039999803295,0.00033217999989574307,0.4133241999992606,0.0037470199997187595,0.008829999999943541
1617,1617,1618,8.999995770864189e-07,7.079999340930953e-06,7.764000038150698e-05,0.00632183999987319,0.00032653999987815037,0.4077455399998143,0.00376851999972132,0.00876855999995314
1618,1618,1619,8.799994247965513e-07,7.5600000855047256e-06,7.992000028025358e-05,0.0058922799998981645,0.00033067999938793944,0.4141671999997925,0.0037948800003505313,0.009559399999852758
1619,1619,1620,1.1600001016631723e-06,7.799999002600088e-06,8.245999997598119e-05,0.006079279999903518,0.0003193600005033659,0.4037844999995287,0.0038611999993008795,0.008739399999467424
1620,1620,1621,8.599996363045649e-07,7.660001574549825e-06,8.779999989201314e-05,0.0054020999996282635,0.0003251200003433041,0.385745119999774,0.0038560800006962382,0.008798779999779072
1621,1621,1622,9.800001862458886e-07,7.159999950090423e-06,7.800000093993731e-05,0.005573880000520148,0.0003459400002611801,0.3936701200000243,0.004108219999761786,0.00870014000029187
1622,1622,1623,7.799997547408565e-07,7.639999967068434e-06,8.284000068670139e-05,0.005798219999996945,0.00033058000008168165,0.3952881599994725,0.0038233399998716783,0.008871540000836831
1623,1623,1624,8.000002708286047e-07,6.98000003467314e-06,7.164000053307972e-05,0.005790080000224407,0.00031706000008853153,0.3873640000001615,0.003731920000427636,0.00865559999983816
1624,1624,1625,1.260000135516748e-06,7.559998630313203e-06,7.823999985703267e-05,0.005890199999703328,0.00034556000027805565,0.38466245999952653,0.0036897600002703257,0.008644139999887557
1625,1625,1626,7.999995432328433e-07,8.019999950192868e-06,7.762000095681287e-05,0.0063239799997973035,0.000353940000422881,0.3827273200007767,0.003965480000624666,0.008887780000077328
1626,1626,1627,8.399998478125781e-07,7.640000694664195e-06,8.121999926515854e-05,0.0055527999997138965,0.0003196999998181127,0.3868398399994476,0.0037484200001927093,0.008779959999810672
1627,1627,1628,7.800001185387373e-07,7.4200004746671764e-06,7.228000031318515e-05,0.005777880000096047,0.00032746000033512246,0.3849588799999765,0.0039013600002363092,0.00857451999982004
1628,1628,1629,1.0200001270277426e-06,7.599999662488699e-06,6.844000017736107e-05,0.0060520600003656,0.0003303800000139745,0.3945183399999223,0.004749100000117325,0.00883456000010483
1629,1629,1630,8.799994247965513e-07,7.65999939176254e-06,7.450000048265792e-05,0.005682600000727689,0.00033135999910882674,0.4198818000000756,0.0038288399995508367,0.008833940000113217
1630,1630,1631,7.999999070307239e-07,8.35999962873757e-06,8.153999951900914e-05,0.00541856000018015,0.00032926000021689107,0.4023294200000237,0.003798739999911049,0.009573199999795178
1631,1631,1632,8.80000152392313e-07,7.679999544052408e-06,8.658000006107613e-05,0.008232280000083848,0.0004887800001597498,0.4539245200005098,0.004285939999681432,0.009876100000110456
1632,1632,1633,8.399994840146973e-07,8.07999967946671e-06,8.127999972202815e-05,0.00576072000003478,0.00032620000019960565,0.4067802199999278,0.003767959999822779,0.008913780000511906
1633,1633,1634,9.400002454640344e-07,7.699999696342274e-06,8.125999956973829e-05,0.005457319999914035,0.0003309199997602264,0.3994063400004961,0.0039651400002185255,0.008836860000155867
1634,1634,1635,7.599999662488698e-07,7.060000643832609e-06,7.436000014422461e-05,0.005892499999754363,0.000340199999845936,0.3917403600000398,0.003788560000248253,0.008983160000207135
1635,1635,1636,8.399994840146973e-07,7.020000339252874e-06,7.89400000940077e-05,0.005921220000163885,0.00033810000022640454,0.3974404200002027,0.003846339999290649,0.00935297999967588
1636,1636,1637,8.199996955227106e-07,7.759999425616115e-06,8.077999955276027e-05,0.0055196200002683325,0.00033099999964179003,0.4050481000002037,0.00386242000022321,0.008945680000033462
1637,1637,1638,8.199996955227106e-07,7.679999544052408e-06,7.969999933266081e-05,0.005916179999985616,0.00032714000044506967,0.4082713799998601,0.004425020000053337,0.008946439999635913
1638,1638,1639,7.799997547408565e-07,7.65999939176254e-06,7.916000031400472e-05,0.006023000000277535,0.00033572000029380433,0.39314480000030017,0.0038911399999051353,0.008962540000356966
1639,1639,1640,8.600003639003261e-07,7.620000542374328e-06,8.161999940057286e-05,0.005902359999527107,0.0003333000004204223,0.3961053399998491,0.003824600000007194,0.008989680000013324
1640,1640,1641,1.1199994332855566e-06,7.860000914661214e-06,8.595999970566482e-05,0.005486240000027465,0.00032786000010673886,0.3920910399996501,0.003964160000396078,0.008796080000320217
1641,1641,1642,8.600000001024454e-07,8.119999256450683e-06,8.316000021295622e-05,0.005935200000021723,0.00032086000028357374,0.3955516399997577,0.00392872000047646,0.008801519999542507
1642,1642,1643,7.999999070307239e-07,8.140000136336312e-06,8.092000061878934e-05,0.005943160000242642,0.00032037999990279785,0.3982546999995975,0.003811839999980293,0.008866720000150962
1643,1643,1644,7.400001777568831e-07,8.520000119460746e-06,7.919999989098869e-05,0.0055697799998597475,0.0003165200003422797,0.3935100200003944,0.0038985999999567866,0.012159140000221669
1644,1644,1645,1.5400004485854878e-06,7.959999493323267e-06,7.904000012786128e-05,0.0086983400000463,0.0004239800000505056,0.4410039200000028,0.004058019999501994,0.009016219999830356
1645,1645,1646,1.1000000085914508e-06,7.720000576227904e-06,7.977999921422451e-05,0.006061939999926836,0.00033148000002256587,0.4037998199997673,0.0039186799996969056,0.008924419999675592
1646,1646,1647,1.1199997970834377e-06,8.180000440916046e-06,7.994000043254346e-05,0.00561173999994935,0.00033578000002307815,0.4369564400003583,0.004031480000048759,0.008988679999674787
1647,1647,1648,8.800008799880743e-07,8.760000491747633e-06,8.018000007723459e-05,0.006072279999716557,0.00036471999992500066,0.3986995799998113,0.003894040000159293,0.00887642000016058
1648,1648,1649,1.019999763229862e-06,7.919999916339293e-06,8.343999943463131e-05,0.006019420000302489,0.00033063999981095547,0.4057731800003239,0.0038222400002268842,0.009107239999866578
1649,1649,1650,8.999992132885381e-07,7.100000220816582e-06,7.259999983943999e-05,0.005653459999302868,0.00033373999976902267,0.39909916000033263,0.0037477199999557346,0.011531420000392246
1650,1650,1651,8.400009392062204e-07,7.839999307179824e-06,8.524000004399568e-05,0.0069306800000049395,0.00036007999951834783,0.4071703200002957,0.0038021399999706774,0.008610699999917416
1651,1651,1652,8.600000001024454e-07,8.120000711642205e-06,7.915999958640896e-05,0.0066886000000522475,0.0003653799998573959,0.3973301600006379,0.003870780000579543,0.008841979999488103
1652,1652,1653,1.09999964479357e-06,8.800000068731606e-06,7.74199994339142e-05,0.0056354599997575855,0.00038554000020667444,0.406610620000356,0.003880320000098436,0.009065999999802444
1653,1653,1654,9.200004569720476e-07,8.559998968848959e-06,7.092000014381483e-05,0.005934740000157035,0.00033560000010766087,0.4005777800000942,0.0041059199997107495,0.009183399999892572
1654,1654,1655,8.200007869163528e-07,7.479999476345256e-06,6.767999948351645e-05,0.005997120000029099,0.000314760000037495,0.401676160000352,0.0038910199997189924,0.008822660000441828
1655,1655,1656,7.800001185387373e-07,7.2799986810423435e-06,7.337999995797873e-05,0.00598502000029839,0.00034038000048894904,0.42000450000014095,0.003838320000431849,0.008702599999378436
1656,1656,1657,7.200007530627773e-07,7.859999459469692e-06,7.344000041484833e-05,0.00602223999921989,0.00033410000032745295,0.4017295199999353,0.0038640199996734736,0.008852239999396263
1657,1657,1658,1.0399999155197293e-06,7.499999628635123e-06,7.660000046598725e-05,0.0058377600002131646,0.00032001999970816537,0.39407817999963296,0.003755880000244361,0.008841759999631904
1658,1658,1659,9.200004569720476e-07,8.38000123621896e-06,7.884000078774988e-05,0.00594654000014998,0.00034365999999863567,0.3995801599998231,0.0038344600005075337,0.009006579999550013
1659,1659,1660,8.399998478125781e-07,8.200000593205914e-06,8.210000014514662e-05,0.005636080000112997,0.00033212000016646925,0.4032689200004825,0.0037986199997249053,0.008955499999501626
1660,1660,1661,8.600000001024454e-07,8.600000001024455e-06,8.62000000779517e-05,0.0058906599995680155,0.000338660000852542,0.40237660000020703,0.003968640000312007,0.008796239999719546
1661,1661,1662,8.600000001024454e-07,7.860000914661214e-06,7.371999890892766e-05,0.005834040000263485,0.00031014000014693014,0.4049634200004221,0.003933180000967695,0.008837700000003678
1662,1662,1663,7.399994501611219e-07,7.739999273326247e-06,8.027999865589663e-05,0.005772159999833093,0.00034483999988879085,0.4040446799990605,0.003832020000118064,0.008826960000078543
1663,1663,1664,8.999999408842995e-07,8.320000051753596e-06,8.208000072045252e-05,0.005766159999984665,0.0003354200001922436,0.4039184999994177,0.0038721399996575205,0.008771419999902719
1664,1664,1665,7.800001185387373e-07,8.460000390186907e-06,8.234000051743351e-05,0.006069359999673907,0.00033147999965876807,0.4004665600001317,0.003835579999940819,0.009145139999964158
1665,1665,1666,7.999999070307239e-07,8.420000813202933e-06,7.828000016161241e-05,0.005751319999762927,0.00034025999993900766,0.4122339200002898,0.004157139999733772,0.009343020000596879
1666,1666,1667,8.999999408842995e-07,8.600000001024455e-06,8.25399998575449e-05,0.005614299999797368,0.00033546000049682333,0.4133410999995249,0.004007499999352149,0.008976619999884859
1667,1667,1668,7.999999070307239e-07,8.49999996717088e-06,6.834000014350749e-05,0.005480200000238257,0.00032057999997050504,0.444267519999994,0.003995180000129039,0.009866180000608436
1668,1668,1669,8.200000593205915e-07,7.88000033935532e-06,6.830000056652352e-05,0.006164440000429749,0.00035436000071058514,0.4063304200000857,0.003937240000595921,0.009176760000264041
1669,1669,1670,1.0200004908256232e-06,8.58000057633035e-06,7.38399990950711e-05,0.006024800000159303,0.0003383400002348935,0.41025302000016384,0.0039973399998416426,0.009083179999652202
1670,1670,1671,9.800005500437692e-07,8.900000102585181e-06,7.435999941662885e-05,0.005879380000260425,0.0003177599999617087,0.4045963799995661,0.003900820000490058,0.009108620000188241
1671,1671,1672,1.0399999155197293e-06,9.000000136438758e-06,7.4900001345668e-05,0.0059411599995655715,0.000322280000182218,0.4416200600004231,0.004250880000108736,0.009603579999748035
1672,1672,1673,8.799997885944323e-07,8.27999974717386e-06,8.686000073794275e-05,0.006157660000462783,0.0003536599997460144,0.4092017400002078,0.0038167200000316366,0.009101799999916694
1673,1673,1674,9.999996109399944e-07,8.260000322479755e-06,8.290000041597523e-05,0.0061275400006707064,0.0003411199999391101,0.4186184200007119,0.0039255799998500155,0.009099979999882634
1674,1674,1675,7.199996616691352e-07,8.4400009654928e-06,8.28999989607837e-05,0.005839159999959521,0.0003467400005320087,0.4047876599994197,0.003938800000105403,0.009151859999474257
1675,1675,1676,8.599996363045649e-07,8.98000071174465e-06,7.365999990724959e-05,0.00677109999996901,0.00037599999959638816,0.4182682799997565,0.003942620000452734,0.009228159999474884
1676,1676,1677,7.600003300467507e-07,7.159999950090423e-06,7.478000043192878e-05,0.006138600000122096,0.0003431199998885859,0.4211040399997728,0.0039213000003655895,0.009227059999466292
